"ID","Date","Flight","Customer","ATC","Aircraft","Fleet","Fleet ICAO","Service Type","Entity","Code share","DEP","DEP ICAO","ARR","ARR ICAO","Primary Alternate ICAO","Alternate ICAO","STD","Block Out","Takeoff","Landing","Block In","STA","Scheduled Block Time","Actual Block Time","Flight Time","Payload","Planned Trip Fuel","Planned APU/Taxi","Contingency","Primary Alternate fuel","Alternate Fuel","Final Reserve","Additional Fuel","Additional Fuel Intermediate Alt","Extra Fuel","Extra Fuel - Company","Extra Fuel - no reason","Extra Fuel - No Alt","Fuel - No final reserve","Fuel ETOPS","Minimum Takeoff Fuel","Tanker Fuel","Discretionary Fuel","DOW","ZFW","MZFW","Fuel Remaining from Prev Sector (kg)","Fuel Uplift (litres)","Fuel Onboard (kg)","Fuel Uplift (kg)","Fuel Burn (kg)","Fuel In","Zero Fuel","TakeOff Fuel","Specific Gravity","Theorical Burn (Kg)","Gap Burn/Theorical","Corsia","EU","Refuel EU","CH","UK","Loi Resilience (3.15)","Data Complete","Burn Gap","Flight Key"
"7473154","30/07/2026","QY516","DHL","BCS516 ","OE-IFD","74Y","B744","F","ASLB","","DWC","OMDW","HKG","VHHH","VMMC","","30/07/2026 16:40","","","","","30/07/2026 23:55","435","0","435","0","61299","825","1839","5894","0","2976","0","0","424","3162","0","0","0","","73257","0","0","160396","165496","277144","","","","","","","","","0.8000","62124","0","","","","","","","No","No","OMDWVHHHOE-IFD300720261640"
"7818982","30/07/2026","3V4650","FedEx","TAY3SF","OE-IXB","73K","B738","F","ASLB","","OTP","LROP","SOF","LBSF","LBPD","","30/07/2026 06:10","30/07/2026 06:05","30/07/2026 06:17","30/07/2026 06:57","30/07/2026 07:05","30/07/2026 07:00","50","60","48","7054","2177","185","214","1225","0","1053","0","0","0","0","0","0","0","","4854","0","0","39515","53240","62731","3850","1246","4820","984","1820","3000","46569","51238","0.7900","2362","0","5733.00","5733.00","5733.00","","","","Yes","No","LROPLBSFOE-IXB300720260605"
"7531389","30/07/2026","3V4472","FedEx","TAY8VC","OE-IXK","73K","B738","F","ASLB","","CDG","LFPG","VIT","LEVT","LEVC","LEMD","30/07/2026 02:55","30/07/2026 02:56","30/07/2026 03:12","30/07/2026 04:27","30/07/2026 04:29","30/07/2026 04:35","100","93","77","10311","3822","262","206","2135","1843","980","0","0","0","526","0","0","0","","7405","1069","0","39569","49569","62731","3400","7001","9000","5530","3700","5300","49880","58618","0.7900","4084","0","11655.00","11655.00","11655.00","","","11655.00","Yes","No","LFPGLEVTOE-IXK300720260256"
"7456112","30/07/2026","3V4823","FedEx","TAY5DN","OE-IXV","73K","B738","F","ASLB","","HAJ","EDDV","GDN","EPGD","EPWA","","30/07/2026 03:55","30/07/2026 03:55","30/07/2026 04:02","30/07/2026 04:57","30/07/2026 05:00","30/07/2026 05:05","70","65","58","4914","2563","141","192","1608","0","935","0","0","0","0","0","0","0","","5439","0","0","39812","47446","62731","3250","3554","6000","2807","2320","3680","47446","53305","0.7900","2704","0","7308.00","7308.00","7308.00","","","","Yes","No","EDDVEPGDOE-IXV300720260355"
"7435389","30/07/2026","3V811","Rich Sales","TAY811 ","OE-IFK","74Y","B744","F","ASLB","","LGG","EBLG","TNA","ZSJN","ZSNJ","","30/07/2026 06:20","30/07/2026 06:24","30/07/2026 06:39","","","30/07/2026 17:40","680","0","661","0","114886","825","3447","9690","0","3912","0","0","0","0","0","0","0","","132760","0","0","160424","242224","276691","","","","","","","","","0.8000","115711","0","","","","","","","No","No","EBLGZSJNOE-IFK300720260624"
"7451488","30/07/2026","3V4690","FedEx","TAY5TR","OE-IXJ","73K","B738","F","ASLB","","CDG","LFPG","FRA","EDDF","EDDK","","30/07/2026 01:48","30/07/2026 01:56","30/07/2026 02:19","30/07/2026 03:10","30/07/2026 03:17","30/07/2026 03:10","82","81","58","14339","2748","262","222","1982","0","1121","0","0","0","0","0","0","0","","6335","0","0","39737","58055","62731","3000","4942","6860","3904","2800","4060","58055","64593","0.7900","3010","0","8820.00","8820.00","8820.00","","","8820.00","Yes","No","LFPGEDDFOE-IXJ300720260156"
"7655210","30/07/2026","3V4572","FedEx","TAY2VQ","OE-IWF","73K","B738","F","ASLB","","SVQ","LEZL","VIT","LEVT","","","30/07/2026 18:05","","","","","30/07/2026 19:27","82","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LEZLLEVTOE-IWF300720261805"
"7818727","30/07/2026","3V4650","FedEx","TAY3SF","OE-IXB","73K","B738","F","ASLB","","CDG","LFPG","OTP","LROP","LBSF","","30/07/2026 02:30","30/07/2026 02:43","30/07/2026 03:06","30/07/2026 05:22","30/07/2026 05:30","30/07/2026 05:20","170","167","144","16659","6276","262","218","2161","0","1163","0","0","0","0","0","0","0","","10080","0","0","39515","60015","62731","1670","9471","10180","7482","6330","3850","56174","65992","0.7900","6538","0","19939.50","19939.50","19939.50","","","19939.50","Yes","No","LFPGLROPOE-IXB300720260243"
"7430187","30/07/2026","3V4367","FedEx","TAY8LL","OE-IBI","73P","B734","F","ASLB","","TLL","EETN","ARN","ESSA","EKCH","","30/07/2026 17:22","","","","","30/07/2026 18:25","63","0","63","0","2158","196","225","2784","0","1097","0","0","0","0","0","0","0","","6460","0","0","32483","41425","51256","","","","","","","","","0.8000","2354","0","","","","","","","No","No","EETNESSAOE-IBI300720261722"
"7430604","30/07/2026","3V4537","FedEx","TAY2MN","OE-IAM","73P","B734","F","ASLB","","CMN","GMMN","LIS","LPPT","LPFR","","30/07/2026 16:37","","","","","30/07/2026 18:00","83","0","83","0","2825","207","215","1514","0","1082","0","0","0","0","0","0","0","","5843","0","0","32553","42254","51256","","","","","","","","","0.8000","3032","0","","","","","","","No","No","GMMNLPPTOE-IAM300720261637"
"7473039","30/07/2026","QY516","DHL","BCS516 ","OE-IFD","74Y","B744","F","ASLB","","LEJ","EDDP","DWC","OMDW","OEJN","OOMS","30/07/2026 08:05","","","","","30/07/2026 14:10","365","0","365","0","71099","825","2133","22780","7551","3907","0","0","0","4426","0","0","0","","100744","0","0","160396","228396","277144","","","","","","","","","0.8000","71924","0","","","","","","","No","No","EDDPOMDWOE-IFD300720260805"
"7530982","30/07/2026","3V4472","FedEx","TAY8VC","OE-IXK","73K","B738","F","ASLB","","VIT","LEVT","VLC","LEVC","LEAL","","30/07/2026 05:25","30/07/2026 05:38","30/07/2026 05:42","30/07/2026 06:36","30/07/2026 06:40","30/07/2026 06:25","60","62","58","3691","2025","163","192","1342","0","929","0","0","0","0","0","0","0","","4651","0","0","39569","46319","62731","5300","0","5300","0","2460","2840","43260","48397","0.8000","2188","0","7749.00","7749.00","","","","","Yes","No","LEVTLEVCOE-IXK300720260538"
"7457322","30/07/2026","3V4823","FedEx","TAY5DN","OE-IXV","73K","B738","F","ASLB","","CDG","LFPG","HAJ","EDDV","EDDE","","30/07/2026 01:30","30/07/2026 01:41","30/07/2026 02:05","30/07/2026 03:02","30/07/2026 03:05","30/07/2026 03:00","90","84","60","12420","2667","262","212","1655","0","1071","0","0","0","0","0","0","0","","5867","0","0","39812","56162","62731","2890","3987","6030","3149","2780","3250","56162","61900","0.7900","2929","0","8757.00","8757.00","8757.00","","","8757.00","Yes","No","LFPGEDDVOE-IXV300720260141"
"7698463","30/07/2026","3V4059","FedEx","TAY4VA","OE-IWA","73K","B738","F","ASLB","","LYS","LFLL","GVA","LSGG","LFLL","","30/07/2026 04:15","30/07/2026 04:15","30/07/2026 04:28","30/07/2026 04:52","30/07/2026 04:56","30/07/2026 04:49","34","41","28","3586","1241","185","207","1390","0","959","0","0","0","0","0","0","0","","3982","0","0","39589","48301","61688","4100","0","4100","0","1110","2990","48301","4000","0.7900","1426","0","3496.50","3496.50","3496.50","","","3496.50","Yes","No","LFLLLSGGOE-IWA300720260415"
"7655316","30/07/2026","3V4578","FedEx","TAY7SR","OE-IMC","73K","B738","F","ASLB","","CDG","LFPG","MUC","EDDM","EDDN","","30/07/2026 01:41","30/07/2026 01:43","30/07/2026 02:06","30/07/2026 03:08","30/07/2026 03:14","30/07/2026 03:15","94","91","68","14324","3168","262","215","1312","0","1117","0","0","0","0","0","0","0","","6074","0","0","39632","58374","61688","2640","4427","6100","3497","3300","2800","58374","64186","0.7900","3430","0","10395.00","10395.00","10395.00","","","10395.00","Yes","No","LFPGEDDMOE-IMC300720260143"
"7839887","30/07/2026","3V4702","FedEx","TAY1LA","OE-IWB","73K","B738","F","ASLB","","MLA","LMML","VCE","LIPZ","LIPE","","30/07/2026 17:12","","","","","30/07/2026 19:20","128","0","128","0","3962","163","199","1224","0","910","0","0","0","0","0","0","0","","6458","0","0","39549","44779","61688","","","","","","","","","0.8000","4125","0","","","","","","","No","No","LMMLLIPZOE-IWB300720261712"
"7461148","30/07/2026","FDX4648","FedEx","FDX4648","OE-IMD","73K","B738","F","ASLB","","LGG","EBLG","SAW","LTFJ","LTFM","","30/07/2026 01:55","30/07/2026 01:55","30/07/2026 02:04","30/07/2026 04:50","30/07/2026 04:55","30/07/2026 05:10","195","180","171","7466","6730","152","202","1966","0","1006","0","0","0","0","0","0","0","","10056","0","0","39665","51797","62731","3590","8071","10130","6376","6370","3760","51797","61701","0.7900","6882","0","20065.50","20065.50","20065.50","","","","Yes","No","EBLGLTFJOE-IMD300720260155"
"7698193","30/07/2026","3V4812","FedEx","TAY1VQ","OE-IWF","73K","B738","F","ASLB","","MAD","LEMD","SVQ","LEZL","LEMG","","30/07/2026 05:40","30/07/2026 05:43","30/07/2026 05:59","30/07/2026 06:47","30/07/2026 06:53","30/07/2026 06:49","69","70","54","4112","2095","284","198","1427","0","952","0","0","0","0","0","0","0","","4956","0","0","39616","47408","61688","3800","1614","5040","1275","2120","2920","47408","52124","0.7900","2379","0","6678.00","6678.00","6678.00","","","","Yes","No","LEMDLEZLOE-IWF300720260543"
"7655255","30/07/2026","3V4578","FedEx","TAY7SR","OE-IMC","73K","B738","F","ASLB","","MUC","EDDM","TSR","LRTR","LROP","","30/07/2026 04:20","30/07/2026 04:19","30/07/2026 04:27","30/07/2026 05:30","30/07/2026 05:34","30/07/2026 05:46","86","75","67","6441","2804","251","201","2131","0","992","0","0","0","1056","0","0","0","","6379","0","0","39632","50536","61688","2800","6068","7500","4793","2800","4700","50536","57720","0.7900","3055","0","8820.00","8820.00","8820.00","","","","Yes","No","EDDMLRTROE-IMC300720260419"
"7429674","30/07/2026","3V4267","FedEx","TAY7LL","OE-IBI","73P","B734","F","ASLB","","HEL","EFHK","TLL","EETN","EFHK","","30/07/2026 05:25","30/07/2026 05:41","30/07/2026 05:51","30/07/2026 06:09","30/07/2026 06:15","30/07/2026 06:05","40","34","24","4545","947","350","226","1160","0","1107","0","0","0","0","0","0","0","","3790","0","0","32483","42041","51256","5480","0","5480","0","1000","4480","42041","47171","0.7900","1297","0","3150.00","3150.00","3150.00","","","","Yes","No","EFHKEETNOE-IBI300720260541"
"8019587","30/07/2026","3V963E","ASL Belgium","TAY963E","OE-IXN","73K","B738","P","ASLB","","VCE","LIPZ","SOF","LBSF","LBPD","","30/07/2026 04:30","30/07/2026 04:49","30/07/2026 05:01","30/07/2026 06:17","30/07/2026 06:25","30/07/2026 06:00","90","96","84","0","2998","218","175","1064","0","857","0","0","0","0","0","0","0","","5312","0","0","39605","39605","61688","8000","0","8000","0","3400","4600","39605","45387","0.8000","3216","0","10710.00","10710.00","10710.00","","","","Yes","No","LIPZLBSFOE-IXN300720260449"
"7827615","30/07/2026","3V4603","FedEx","TAY7FO","OE-IWB","73K","B738","F","ASLB","","FCO","LIRF","MLA","LMML","LICC","","30/07/2026 04:58","30/07/2026 04:58","30/07/2026 05:07","30/07/2026 06:09","30/07/2026 06:16","30/07/2026 06:22","84","78","69","14464","2771","196","220","1654","0","1096","0","0","0","0","0","0","0","","5937","0","0","39549","56646","61688","4400","2341","6200","1849","2840","3360","56646","6200","0.7900","2967","0","8946.00","8946.00","8946.00","","","","Yes","No","LIRFLMMLOE-IWB300720260458"
"7454527","30/07/2026","3V4408","FedEx","TAY1KU","OE-IXA","73K","B738","F","ASLB","","GOT","ESGG","TKU","EFTU","EFHK","EETN","30/07/2026 04:58","30/07/2026 04:56","30/07/2026 05:03","30/07/2026 05:55","30/07/2026 05:57","30/07/2026 06:11","73","61","54","0","2689","119","217","1229","1399","1006","0","0","0","0","0","0","0","","5260","7478","0","39635","50761","61688","","","","","","","","","0.8000","2808","0","","","","","","","No","No","ESGGEFTUOE-IXA300720260456"
"7515897","30/07/2026","3V4272","FedEx","TAY3BC","OO-IWD","73K","B738","F","ASLB","","CDG","LFPG","BCN","LEBL","LEGE","","30/07/2026 02:28","30/07/2026 02:28","30/07/2026 02:49","30/07/2026 04:08","30/07/2026 04:15","30/07/2026 04:17","109","107","86","18006","4230","262","223","1283","0","1159","0","0","0","0","0","0","0","","7157","0","0","39605","60621","61688","3670","4804","7470","3843","4070","3400","60621","67516","0.8000","4492","0","12820.50","12820.50","12820.50","","","12820.50","Yes","No","LFPGLEBLOO-IWD300720260228"
"7894801","30/07/2026","3V1480","ASLB Short haul charter","TAY1480","OE-IBO","73P","B734","H","ASLB","","SNN","EINN","FAB","EGLF","EGGW","EGSS","30/07/2026 06:00","30/07/2026 05:59","30/07/2026 06:08","30/07/2026 07:09","30/07/2026 07:12","30/07/2026 07:25","85","73","64","8635","2620","130","234","1497","1611","1136","0","0","0","0","0","0","0","","5617","3619","0","32661","43361","51256","3380","7507","9450","6005","2910","6540","43361","52581","0.8000","2750","0","9166.50","9166.50","9166.50","","","","Yes","No","EINNEGLFOE-IBO300720260559"
"7942767","30/07/2026","3V401","DHL","TAY401 ","OE-ILC","74Y","B744","F","ASLB","","LGG","EBLG","DWC","OMDW","OEJN","OOMS","30/07/2026 09:05","","","","","30/07/2026 16:15","430","0","430","0","79306","825","2380","24258","7868","3991","0","0","0","4486","0","0","0","","110760","0","0","159110","241310","276691","","","","","","","","","0.8000","80131","0","","","","","","","No","No","EBLGOMDWOE-ILC300720260905"
"7654561","31/07/2026","3V4257","FedEx","TAY7BS","OE-IXB","73K","B738","F","ASLB","","CDG","LFPG","BSL","LFSB","","","31/07/2026 02:28","","","","","31/07/2026 03:36","68","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLFSBOE-IXB310720260228"
"7459315","31/07/2026","3V4315","FedEx","TAY6IX","OE-IWA","73K","B738","F","ASLB","","WAW","EPWA","CDG","LFPG","","","31/07/2026 19:40","","","","","31/07/2026 22:05","145","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EPWALFPGOE-IWA310720261940"
"7655454","31/07/2026","3V4723","FedEx","TAY6DN","OE-IXP","73K","B738","F","ASLB","","GDN","EPGD","BER","EDDB","","","31/07/2026 18:15","","","","","31/07/2026 19:11","56","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EPGDEDDBOE-IXP310720261815"
"7541671","31/07/2026","3V4346","FedEx","TAY4PO","OE-IXO","73K","B738","F","ASLB","","OPO","LPPR","VIT","LEVT","","","31/07/2026 20:10","","","","","31/07/2026 21:20","70","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LPPRLEVTOE-IXO310720262010"
"7458940","31/07/2026","3V4790","FedEx","TAY9SR","OE-IXJ","73K","B738","F","ASLB","","MXP","LIMC","CDG","LFPG","","","31/07/2026 21:30","","","","","31/07/2026 22:56","86","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LIMCLFPGOE-IXJ310720262130"
"7517011","31/07/2026","3V4139","FedEx","TAY4RQ","OE-IWB","73K","B738","F","ASLB","","MUC","EDDM","CDG","LFPG","","","31/07/2026 21:20","","","","","31/07/2026 22:57","97","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDMLFPGOE-IWB310720262120"
"7655614","31/07/2026","3V4578","FedEx","TAY7SR","OE-IXJ","73K","B738","F","ASLB","","MUC","EDDM","TSR","LRTR","","","31/07/2026 04:20","","","","","31/07/2026 05:46","86","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDMLRTROE-IXJ310720260420"
"7453459","31/07/2026","3V4834","FedEx","TAY1ST","OE-IXS","73K","B738","F","ASLB","","LGG","EBLG","STN","EGSS","","","31/07/2026 01:51","","","","","31/07/2026 02:52","61","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EBLGEGSSOE-IXS310720260151"
"7452209","31/07/2026","3V4235","FedEx","TAY1MS","OE-IXA","73K","B738","F","ASLB","","CDG","LFPG","AMS","EHAM","","","31/07/2026 02:00","","","","","31/07/2026 03:22","82","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGEHAMOE-IXA310720260200"
"7530912","31/07/2026","3V4472","FedEx","TAY8VC","OE-IXM","73K","B738","F","ASLB","","CDG","LFPG","VIT","LEVT","","","31/07/2026 02:55","","","","","31/07/2026 04:35","100","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLEVTOE-IXM310720260255"
"7429334","31/07/2026","3V4367","FedEx","TAY8LL","OE-IWE","73K","B738","F","ASLB","","BLL","EKBI","CDG","LFPG","","","31/07/2026 20:13","","","","","31/07/2026 21:58","105","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EKBILFPGOE-IWE310720262013"
"7458752","31/07/2026","3V4790","FedEx","TAY9SR","OE-IXJ","73K","B738","F","ASLB","","TSR","LRTR","MXP","LIMC","","","31/07/2026 18:43","","","","","31/07/2026 20:30","107","0","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LRTRLIMCOE-IXJ310720261843"
"7459425","31/07/2026","3V4750","FedEx","TAY6SF","OE-IXV","73K","B738","F","ASLB","","OTP","LROP","CDG","LFPG","","","31/07/2026 19:11","","","","","31/07/2026 22:15","184","0","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LROPLFPGOE-IXV310720261911"
"7456393","31/07/2026","3V4823","FedEx","TAY5DN","OE-IXP","73K","B738","F","ASLB","","CDG","LFPG","HAJ","EDDV","","","31/07/2026 01:30","","","","","31/07/2026 03:00","90","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGEDDVOE-IXP310720260130"
"7461082","31/07/2026","FDX4648","FedEx","FDX4648","OE-IMD","73K","B738","F","ASLB","","LGG","EBLG","SAW","LTFJ","","","31/07/2026 01:55","","","","","31/07/2026 05:10","195","0","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EBLGLTFJOE-IMD310720260155"
"7454610","31/07/2026","3V4516","FedEx","TAY2KU","OE-IXC","73K","B738","F","ASLB","","TKU","EFTU","ARN","ESSA","","","31/07/2026 18:43","","","","","31/07/2026 20:02","79","0","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EFTUESSAOE-IXC310720261843"
"7429486","31/07/2026","3V4267","FedEx","TAY7LL","OE-IWE","73K","B738","F","ASLB","","HEL","EFHK","TLL","EETN","","","31/07/2026 05:25","","","","","31/07/2026 06:05","40","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EFHKEETNOE-IWE310720260525"
"7788533","31/07/2026","3V4482","FedEx","TAY5SO","OO-IWD","73K","B738","F","ASLB","","CDG","LFPG","OSL","ENGM","","","31/07/2026 02:50","","","","","31/07/2026 05:07","137","0","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGENGMOO-IWD310720260250"
"7516270","31/07/2026","3V4703","FedEx","TAY1LA","OE-IWF","73K","B738","F","ASLB","","MLA","LMML","FRA","EDDF","","","31/07/2026 16:45","","","","","31/07/2026 19:25","160","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LMMLEDDFOE-IWF310720261645"
"7516937","31/07/2026","3V4272","FedEx","TAY3BC","OE-IXH","73K","B738","F","ASLB","","CDG","LFPG","BCN","LEBL","","","31/07/2026 02:28","","","","","31/07/2026 04:17","109","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLEBLOE-IXH310720260228"
"7827648","31/07/2026","3V4603","FedEx","TAY7FO","OE-IWF","73K","B738","F","ASLB","","FCO","LIRF","MLA","LMML","","","31/07/2026 04:58","","","","","31/07/2026 06:22","84","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LIRFLMMLOE-IWF310720260458"
"7456404","31/07/2026","3V4823","FedEx","TAY5DN","OE-IXP","73K","B738","F","ASLB","","HAJ","EDDV","GDN","EPGD","","","31/07/2026 03:55","","","","","31/07/2026 05:05","70","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDVEPGDOE-IXP310720260355"
"7429723","31/07/2026","3V4267","FedEx","TAY7LL","OE-IWE","73K","B738","F","ASLB","","CDG","LFPG","HEL","EFHK","","","31/07/2026 01:30","","","","","31/07/2026 04:29","179","0","179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGEFHKOE-IWE310720260130"
"7698144","31/07/2026","3V4059","FedEx","TAY4VA","OE-IXF","73K","B738","F","ASLB","","LYS","LFLL","GVA","LSGG","","","31/07/2026 04:15","","","","","31/07/2026 04:49","34","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFLLLSGGOE-IXF310720260415"
"7820317","31/07/2026","3V4311","FedEx","TAY4JU","OE-IXK","73K","B738","F","ASLB","","FCO","LIRF","CDG","LFPG","","","31/07/2026 20:44","","","","","31/07/2026 22:52","128","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LIRFLFPGOE-IXK310720262044"
"7818764","31/07/2026","3V4650","FedEx","TAY3SF","OE-IXV","73K","B738","F","ASLB","","CDG","LFPG","OTP","LROP","","","31/07/2026 02:30","","","","","31/07/2026 05:20","170","0","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLROPOE-IXV310720260230"
"7870709","31/07/2026","3V807","ASLB Long haul charter","TAY807 ","OE-IFB","74Y","B744","F","ASLB","","LGG","EBLG","KGF","UAKK","","","31/07/2026 23:35","","","","","01/08/2026 06:35","420","0","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EBLGUAKKOE-IFB310720262335"
"7979412","31/07/2026","3V400","DHL","TAY400 ","OE-ILC","74Y","B744","F","ASLB","","ALA","UAAA","LGG","EBLG","","","31/07/2026 12:45","","","","","31/07/2026 20:35","470","0","470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","UAAAEBLGOE-ILC310720261245"
"7541632","31/07/2026","3V4246","FedEx","TAY3PO","OE-IXO","73K","B738","F","ASLB","","CDG","LFPG","OPO","LPPR","","","31/07/2026 03:11","","","","","31/07/2026 05:20","129","0","129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLPPROE-IXO310720260311"
"7456254","31/07/2026","3V4507","FedEx","TAY5AD","OE-IXE","73K","B738","F","ASLB","","MAD","LEMD","CDG","LFPG","","","31/07/2026 20:45","","","","","31/07/2026 22:47","122","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LEMDLFPGOE-IXE310720262045"
"7455934","31/07/2026","3V4862","FedEx","TAY8SL","OE-IMC","73K","B738","F","ASLB","","LGG","EBLG","BSL","LFSB","","","31/07/2026 02:11","","","","","31/07/2026 03:10","59","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EBLGLFSBOE-IMC310720260211"
"7454676","31/07/2026","3V4408","FedEx","TAY1KU","OE-IXC","73K","B738","F","ASLB","","CDG","LFPG","GOT","ESGG","","","31/07/2026 02:06","","","","","31/07/2026 04:08","122","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGESGGOE-IXC310720260206"
"7532806","31/07/2026","QY517","DHL","BCS517 ","OE-IFD","74Y","B744","F","ASLB","","HKG","VHHH","ALA","UAAA","","","31/07/2026 02:00","","","","","31/07/2026 08:50","410","0","410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","VHHHUAAAOE-IFD310720260200"
"7429389","31/07/2026","3V4617","FedEx","TAY1DI","OE-IBI","73P","B734","F","ASLB","","MME","EGNV","EDI","EGPH","","","31/07/2026 04:18","","","","","31/07/2026 05:04","46","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EGNVEGPHOE-IBI310720260418"
"7848099","31/07/2026","QY516","DHL","BCS516 ","OE-IFD","74Y","B744","F","ASLB","","LEJ","EDDP","DWC","OMDW","","","31/07/2026 22:05","","","","","01/08/2026 04:10","365","0","365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDPOMDWOE-IFD310720262205"
"7430740","31/07/2026","3V4437","FedEx","TAY1MN","OE-IBL","73P","B734","F","ASLB","","CDG","LFPG","LIS","LPPT","","","31/07/2026 03:04","","","","","31/07/2026 05:45","161","0","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLPPTOE-IBL310720260304"
